"Country.Code","NY.GDP.PCAP.CD","NY.GNP.PCAP.CD","SH.IMM.IDPT","SH.IMM.HEPB","SH.IMM.MEAS","SH.TBS.INCD","ST.INT.ARVL","AG.LND.TOTL.K2","TX.VAL.MRCH.WL.CD","TX.VAL.MRCH.HI.ZS","TM.VAL.MRCH.HI.ZS","TG.VAL.TOTL.GD.ZS","NY.GSR.NFCY.CD","SP.POP.0014.TO.ZS","SP.POP.1564.TO.ZS","SP.POP.65UP.TO.ZS","EN.POP.DNST","SP.POP.TOTL","SP.RUR.TOTL.ZS","BG.GSR.NFSV.GD.ZS","SH.TBS.DTEC.ZS","EG.ELC.ACCS.ZS","SP.DYN.LE00.IN","SM.POP.NETM","SH.TBS.CURE.ZS","SH.UHC.SRVS.CV.XD","SH.DTH.COMM.ZS","SH.XPD.CHEX.PC.CD","SH.XPD.GHED.PC.CD","SH.XPD.PVTD.PC.CD","SM.POP.TOTL.ZS"
"NRU",9888.893597,12060,90,90,99,54,2700,20,35508436,36.06738973,81.37290894,102.6837029,33795829.78,12.27828264,47.42066751,1.085000985,635.2,12704,0,42.55397017,87,99.55316925,52.24,-3266243,78,25,1.3,1012.34966,614.5874669,48.43246021,31.0898063
"NPL",1033.912431,970,91,91,91,151,1173000,143350,783582446,29.14121024,12.56859521,49.2589651,216674241.9,30.41426532,63.8580639,5.727670776,195.9391071,28087871,80.26,12.23553959,75,95.50747681,70.169,208549,91,48,25,45.45297766,8.44496511,31.68644673,1.817645553
"NLD",53024.05921,51260,93,92,93,5.3,18780000,33690,7.26698e+11,87.04545669,65.45725415,149.8040079,9064121263,16.10815871,64.69564866,19.19619263,511.4579104,17231017,8.51,41.89322229,87,100,81.56097561,80000,87,86,5.2,4742.030274,3839.930748,902.0995255,11.69568274
"NCL",271.7520444,280,25,25,30,15,120000,18280,2115698208,69.16869951,78.26473854,12.76706358,-67488588851,22.74092567,68.08491641,9.174157925,15.53938731,284060,29.317,3.971727974,87,100,77.14878049,2510,35,25,1.3,16.36043526,2.43144068,1.64154032,24.43390418
"NZL",41945.33167,40640,93,93,92,7.3,3686000,263310,40189082397,54.92953471,62.92907351,40.7497577,-7560480742,19.65343146,64.69414402,15.65242453,18.55417569,4885500,13.462,15.44579919,87,100,81.65853659,74403,82,87,4.6,3745.216461,2945.760491,799.45597,22.95970035
"NIC",2028.894755,2030,98,98,99,41,1256000,120340,5096378731,72.23110478,40.06504045,89.98428953,-309599942.3,30.2016812,64.55082135,5.247497448,53.72704836,6465513,41.478,17.31686819,80,86.76779938,74.068,-106360,86,73,10.9,188.158313,115.4338011,64.06456564,0.661982706
"NER",413.980305,390,79,79,77,87,157000,1266700,569227667,26.04288944,46.10900395,41.09380358,-207311629.7,49.98432461,47.42066751,2.595007883,17.71765059,22442948,83.575,14.8057753,55,20.04190445,61.599,20001,82,37,62.7,22.68333964,5.50951516,14.23465457,0.951072208
"NGA",2028.18197,1960,57,57,65,219,5265000,910770,66730377130,41.08564388,46.72053597,25.81319986,-14169636277,43.86663998,53.38598302,2.747377005,215.064989,195874740,49.656,8.986702763,24,54.4,53.95,-3e+05,86,42,62.7,79.33990545,10.33368986,60.83138726,0.658124088
"MKD",6083.718948,5450,91,91,83,13,707000,25220,6881139201,76.47323958,61.15726638,125.9456672,-531884818,16.51699963,69.81281899,13.67018138,82.59151467,2082958,42.037,25.79372996,80,100,75.589,-4999,88,72,1.9,327.8433461,208.3961176,117.0682046,6.289774173
"NOR",81697.24598,80610,96,25,96,4.1,5688000,365123.0078,1.22052e+11,92.61441555,80.06001888,48.50626292,17756901322,17.54903838,65.40173947,17.04922216,14.55491954,5314336,17.752,22.39388324,87,100,82.5097561,140000,91,87,7.3,7477.897607,6365.950216,1111.947391,14.23561116
"OMN",16415.15728,15140,99,99,99,5.9,2301000,309500,42869847170,33.57308264,76.51476723,90.88291904,-340442132.6,22.24650599,75.36070706,2.392786956,15.6041454,4829483,15.461,20.31728382,87,100,77.393,437000,51,69,10.5,648.2772466,577.8846298,70.3926168,41.08587362
"PAK",1482.403063,1590,75,75,76,265,966000,770880,23169069719,63.44489034,51.14166247,26.68790412,16776465072,35.2698146,60.41741109,4.312774311,275.2893187,212215030,63.334,5.002774889,64,70.79,66.947,-1166895,93,45,34.9,39.57887533,11.04167951,26.92068599,1.920846061
"PLW",15859.43486,17280,95,98,90,109,106000,460,8610694,85.70573986,81.62102751,56.69115889,15367000,12.27828264,47.42066751,1.085000985,38.92826087,17907,20.07,64.98636561,87,100,52.24,-3266243,80,25,1.3,1674.089909,1000.505325,416.4929689,26.60278991
"PAN",15575.07255,14370,88,88,98,52,1785000,74340,672295199,56.53294201,43.10812347,53.01044807,-5090300000,27.06230432,64.8329646,8.10473108,56.18607748,4176873,32.291,26.30167043,80,100,78.149,56000,73,79,15.6,1040.673192,682.7036683,350.3780462,4.701027527
"PNG",2730.274799,2570,61,61,61,432,140000,452860,7335320810,74.1357827,62.59720102,52.60109949,-619913571.2,35.8159344,60.73879635,3.445269251,19.00436338,8606316,86.831,8.010087989,75,54.42744827,64.01,-3999,68,40,36.1,55.15180669,38.60594241,4.33108096,0.338376609
"PRY",5821.814323,5670,88,88,93,43,1181000,397300,8705229297,22.48230722,29.63436086,55.3424342,-1140811873,29.4405056,64.12927939,6.430215009,17.50835892,6956071,38.415,6.059999331,87,99.3,73.992,-82780,71,69,13.7,327.2351051,168.9285747,158.1430628,2.356666686
"PER",6941.235848,6470,84,84,85,123,4419000,1280000,47818941638,52.86231008,47.36910682,41.51906697,-10909146230,25.79060285,66.12100436,8.088392792,24.99160625,31989256,22.093,7.635196904,80,96.36299133,76.286,495345,86,77,20.3,316.437135,202.7537797,112.8200822,0.289645141
"PHL",3102.713363,3830,65,65,67,554,7168000,298170,67483187937,73.69775773,55.96086163,55.06808824,66152606660,30.9630402,63.91439103,5.122568768,357.6883053,106651922,53.093,19.70341576,63,93,70.952,-335758,91,61,25.2,129.4326091,40.82935177,85.77828814,0.210390539
"POL",15420.91116,14100,95,91,93,16,19622000,306190,2.6357e+11,85.84414962,76.11405912,90.0024872,-24753717086,15.05227681,67.42990642,17.51781676,124.0358862,37978548,39.942,19.29434552,87,100,77.85121951,-146976,54,75,5,809.0149024,563.8930306,243.6836482,1.604180837
"PRT",23407.90659,21990,99,98,99,24,16186000,91605.5957,68310201558,84.21289988,81.90918888,65.26116561,-5294461942,13.45790782,64.58823464,21.95385754,112.2394535,10281762,34.789,24.00330178,87,100,81.12439024,-30001,38,82,10.2,1800.859919,1194.944218,605.9157009,8.089593589
"QAT",68793.78444,61150,98,98,99,31,1819300,11610,84288500779,61.48275068,65.21344579,63.10915674,-3745329670,13.54076419,85.08916548,1.370070339,239.5931955,2781677,0.865,26.53418667,87,100,79.981,2e+05,64,68,5.2,1827.060344,1491.390983,335.6693613,75.49762789
"ROU",12301.1864,11290,86,93,90,68,11720000,230080,79660014981,80.26332287,75.34266786,74.0747801,-5855835194,15.53455496,66.12674365,18.33870139,84.63984701,19473936,46.002,18.62150217,87,100,75.3097561,-369997,86,74,4.2,476.3683087,372.4622871,103.9060216,1.163134803
"RUS",11288.87244,10230,97,97,98,54,24551000,16376870,4.49185e+11,58.56248392,53.13966972,41.81237712,-41311981120,17.91408058,67.4112111,14.67470832,8.822079555,144478050,25.567,9.603907797,99,100,72.11902439,912279,69,74,4.8,469.1308678,267.1702482,201.9606197,8.11621786
"RWA",772.9444599,780,97,97,99,59,932000,24670,846756299,48.13651454,36.26411511,38.86960297,-200564033,39.97557302,57.0862309,2.938196078,498.6598703,12301939,82.789,20.91969939,80,34.1,68.341,-44998,87,57,42.4,48.07821533,16.28961382,7.46343089,3.803080984
"WSM",4183.407935,4020,34,34,31,6.4,164000,2830,39576524,53.13867888,71.70395226,49.84815215,-28900000,38.32069709,56.87889093,4.800411974,69.30388693,196130,81.757,43.77995909,87,96.8,73.046,-14013,57,58,12,227.1485088,173.4975434,29.04963439,2.550872544
"SMR",48494.55141,280,90,78,89,0,84000,60,149383764,63.02078183,91.52886986,12.76706358,-67488588851,12.27828264,47.42066751,1.085000985,563.0833333,33785,2.774,3.971727974,24,100,85.41707317,-3266243,0,25,1.3,3012.794236,2421.986836,590.8073999,14.84220132
"STP",2001.140902,1890,95,95,95,124,33400,960,13294381,93.51538067,62.68121177,39.7824504,2469155.4,42.51994996,54.55437193,2.925678109,219.8208333,211028,27.197,34.9525424,57,72.51070404,69.933,-8401,75,55,33.9,105.1343853,41.94377941,16.2985859,1.25772286
"SAU",23338.96346,21600,96,97,98,10,15334000,2149690,2.95387e+11,60.05409803,62.32439351,55.19439926,7113451463,25.04284813,71.64306385,3.314088023,15.67665431,33699947,16.156,13.15852845,87,100,74.874,674895,90,74,10.6,1147.33297,777.9073914,369.4255788,32.29494249
"SEN",1521.953554,1410,81,82,82,118,1365000,192530,3042336586,38.54798957,41.66459855,46.92162411,-694267846,43.05543037,53.85774593,3.086823701,82.34747832,15854360,52.808,13.33997675,71,61.7,67.38,-100001,87,45,45.7,52.60971245,18.18519494,31.17160291,1.739951417
"SRB",7246.731656,6390,96,91,92,17,1711000,87460,18324240449,65.40229279,61.48342602,89.15299764,-2605189614,15.68968075,65.96452656,18.34579269,79.83174022,6982084,43.908,25.39551084,87,100,76.08780488,20000,86,65,2.4,494.420584,286.7875926,206.9154143,9.122622084
"SYC",16433.93529,15600,99,99,96,18,362000,460,766446277,82.81254917,70.61763394,116.7791998,-74735723.88,23.63537118,68.77008322,7.594545604,210.3521739,96762,43.309,115.4253045,87,100,74.3,-1000,56,71,11.9,596.9230706,572.8845252,12.8816122,13.25890682
"SLE",533.9911843,490,90,90,80,298,57000,72180,83561843,31.35233267,46.00322756,55.20040718,-109957072.9,41.05963935,55.97380444,2.966556211,105.987171,7650154,57.945,12.7309056,75,23.4,53.895,-21000,90,39,57.9,86.30818595,9.64292547,41.28428838,1.413457295
"SGP",64581.94402,58770,96,96,95,47,14673000,709.0000153,4.12966e+11,50.00185291,58.09931326,215.0898475,-24608318505,12.27828264,76.25833717,11.46338019,7952.998418,5638676,0,100.7026261,87,100,82.89512195,135142,79,86,22.7,2462.393677,1342.624304,1119.769375,45.39179191
"SVK",19442.70576,18260,96,96,96,5.8,2256000,48080,93425273462,89.16231595,83.93148408,177.756153,-1901259751,15.44613676,68.92461673,15.6292465,113.2905782,5447011,46.274,21.69672889,87,100,77.16585366,7423,92,77,4.8,1178.738231,941.0975975,237.6406041,3.265417899
