Time,Susceptible,Infected,Recovered,Deaths,Country
2020-10-02,726045,387081,15842154,4714718,Sri Lanka
2020-10-03,724949,378907,15849294,4716848,Sri Lanka
2020-10-04,722833,363077,15863117,4720970,Sri Lanka
2020-10-05,721811,355412,15869809,4722966,Sri Lanka
2020-10-06,720812,347909,15876358,4724919,Sri Lanka
2020-10-07,718880,333369,15889046,4728703,Sri Lanka
2020-10-08,717945,326325,15895192,4730536,Sri Lanka
2020-10-09,717029,319427,15901211,4732330,Sri Lanka
2020-10-10,715255,306050,15912882,4735811,Sri Lanka
2020-10-11,714394,299564,15918541,4737499,Sri Lanka
2020-10-12,713549,293208,15924088,4739153,Sri Lanka
2020-10-13,712721,286978,15929525,4740774,Sri Lanka
2020-03-29,-148659,532790,155950,35908,Suriname
2020-03-30,-162813,527855,171057,39891,Suriname
2020-03-31,-170356,525912,178564,41870,Suriname
2020-04-01,-186422,523096,193507,45810,Suriname
2020-04-02,-203889,521760,208386,49733,Suriname
2020-04-03,-213197,521680,215816,51691,Suriname
2020-04-04,-233100,522794,230685,55612,Suriname
2020-04-05,-243761,524036,238138,57577,Suriname
2020-04-06,-266696,528043,253117,61526,Suriname
2020-04-07,-292092,534320,268247,65515,Suriname
2020-04-08,-305844,538414,275890,67530,Suriname
2020-04-09,-335752,548752,291378,71613,Suriname
2020-04-10,-369321,562325,307201,75785,Suriname
2020-04-11,-387767,570572,315273,77913,Suriname
2020-04-12,-428429,590347,331801,82270,Suriname
2020-04-13,-450855,602049,340288,84508,Suriname
2020-04-14,-500803,629857,357809,89127,Suriname
2020-04-15,-559333,665108,376230,93984,Suriname
2020-04-16,-592677,686288,385857,96522,Suriname
2020-04-17,-669684,737680,406127,101866,Suriname
2020-04-18,-764788,805054,428073,107652,Suriname
2020-04-19,-821193,846605,439827,110751,Suriname
2020-04-20,-956249,949490,465286,117463,Suriname
2020-04-21,-1039338,1014939,479246,121144,Suriname
2020-04-22,-1254821,1190870,510546,129396,Suriname
2020-04-23,-1573545,1462172,548073,139290,Suriname
2020-04-24,-1797507,1658142,570225,145130,Suriname
2020-04-25,-2517556,2308196,625617,159734,Suriname
2020-04-26,-4134567,3819873,708974,181710,Suriname
2020-04-27,-6188889,5789868,775707,199304,Suriname
2020-04-28,-12409530,11864426,891311,229783,Suriname
2020-03-03,10085965,44520,49233,3455,Sweden
2020-03-04,10080398,48647,50343,3785,Sweden
2020-03-05,10074318,53153,51557,4145,Sweden
2020-03-06,10067681,58071,52882,4539,Sweden
2020-03-07,10060437,63438,54329,4968,Sweden
2020-03-08,10052530,69295,55910,5438,Sweden
2020-03-09,10043900,75685,57637,5951,Sweden
2020-03-10,10034482,82657,59523,6511,Sweden
2020-03-11,10024205,90262,61583,7122,Sweden
2020-03-12,10012993,98556,63834,7791,Sweden
2020-03-13,10000766,107597,66291,8520,Sweden
2020-03-14,9987436,117448,68972,9317,Sweden
2020-03-15,9972914,128174,71899,10186,Sweden
2020-03-16,9957105,139841,75094,11134,Sweden
2020-03-17,9939893,152534,78577,12169,Sweden
2020-03-18,9921155,166347,82375,13296,Sweden
2020-03-19,9889891,189377,88724,15181,Sweden
2020-03-20,9866734,206423,93435,16581,Sweden
2020-03-21,9841546,224951,98571,18106,Sweden
2020-03-22,9814162,245076,104168,19768,Sweden
2020-03-23,9784408,266920,110267,21579,Sweden
2020-03-24,9752103,290609,116910,23551,Sweden
2020-03-25,9717055,316275,124144,25699,Sweden
2020-03-26,9679063,344055,132017,28037,Sweden
2020-03-27,9637919,374092,140581,30580,Sweden
2020-03-28,9593404,406534,149890,33344,Sweden
2020-03-29,9545292,441533,160001,36347,Sweden
2020-03-30,9493360,479235,170973,39605,Sweden
2020-03-31,9437555,519631,182854,43133,Sweden
2020-04-01,9377556,562941,195722,46954,Sweden
2020-04-02,9312975,609441,209663,51094,Sweden
2020-04-03,9243458,659370,224767,55579,Sweden
2020-04-04,9168683,712936,241120,60435,Sweden
2020-04-05,9046042,800468,268190,68473,Sweden
2020-04-06,8956936,863802,288062,74374,Sweden
2020-04-07,8861710,931224,309499,80739,Sweden
2020-04-08,8760193,1002788,332595,87597,Sweden
2020-04-09,8652245,1078512,357440,94975,Sweden
2020-04-10,8537763,1158380,384130,102900,Sweden
2020-04-11,8416674,1242342,412756,111401,Sweden
2020-04-12,8288939,1330314,443416,120505,Sweden
2020-04-13,8154553,1422177,476202,130241,Sweden
2020-04-14,8013544,1517780,511213,140637,Sweden
2020-04-15,7865973,1616935,548544,151722,Sweden
2020-04-16,7711934,1719421,588293,163525,Sweden
2020-04-17,7551279,1825271,630550,176073,Sweden
2020-04-18,7383951,1934459,675379,189385,Sweden
2020-04-19,7210628,2046234,722834,203476,Sweden
2020-04-20,7031994,2159858,772960,218361,Sweden
2020-04-21,6755556,2332206,853218,242193,Sweden
2020-04-22,6566571,2447389,910123,259090,Sweden
2020-04-23,6374590,2562039,969748,276796,Sweden
2020-04-24,6180251,2675538,1032080,295305,Sweden
2020-04-25,5984184,2787290,1097090,314609,Sweden
2020-04-26,5787008,2896728,1164740,334697,Sweden
2020-04-27,5589332,3003312,1234976,355553,Sweden
2020-04-28,5391755,3106526,1307735,377158,Sweden
2020-04-29,5194865,3205882,1382937,399489,Sweden
2020-04-30,4999244,3300919,1460492,422519,Sweden
2020-05-01,4805459,3391201,1540297,446216,Sweden
2020-05-02,4614070,3476319,1622236,470547,Sweden
2020-05-03,4425626,3555892,1706181,495474,Sweden
2020-05-04,4240667,3629563,1791989,520954,Sweden
2020-05-05,4059722,3697003,1879506,546942,Sweden
2020-05-06,3883311,3757908,1968566,573388,Sweden
2020-05-07,3711942,3812003,2058989,600238,Sweden
2020-05-08,3465436,3879835,2196755,641147,Sweden
2020-05-09,3308848,3915856,2289718,668751,Sweden
2020-05-10,3158865,3944394,2383356,696557,Sweden
2020-05-11,3015336,3965794,2477524,724519,Sweden
2020-05-12,2878058,3980439,2572079,752597,Sweden
2020-05-13,2746830,3988707,2666887,780749,Sweden
2020-05-14,2621456,3990961,2761818,808938,Sweden
2020-05-15,2501745,3987556,2856745,837126,Sweden
2020-05-16,2387508,3978836,2951551,865278,Sweden
2020-05-17,2278560,3965135,3046119,893359,Sweden
2020-05-18,2174719,3946775,3140341,921338,Sweden
2020-05-19,2075809,3924069,3234112,949183,Sweden
2020-05-20,1981656,3897318,3327334,976864,Sweden
2020-05-21,1892089,3866815,3419913,1004355,Sweden
2020-05-22,1806942,3832841,3511761,1031629,Sweden
2020-05-23,1726053,3795665,3602794,1058660,Sweden
2020-05-24,1649262,3755549,3692935,1085427,Sweden
2020-05-25,1541422,3690403,3826315,1125033,Sweden
2020-05-26,1474206,3644004,3913917,1151046,Sweden
2020-05-27,1410561,3595491,4000395,1176725,Sweden
2020-05-28,1350346,3545078,4085695,1202054,Sweden
2020-05-29,1293420,3492968,4169767,1227019,Sweden
2020-05-30,1239649,3439351,4252567,1251606,Sweden
2020-05-31,1188903,3384410,4334056,1275803,Sweden
2020-06-01,1141053,3328316,4414202,1299602,Sweden
2020-06-02,1095976,3271229,4492975,1322993,Sweden
2020-06-03,1053551,3213300,4570352,1345970,Sweden
2020-06-04,1013662,3154667,4646317,1368527,Sweden
2020-06-05,976197,3095460,4720856,1390661,Sweden
2020-06-06,941045,3035798,4793961,1412369,Sweden
2020-06-07,908066,2975836,4865622,1433648,Sweden
2020-06-08,876951,2915935,4935800,1454487,Sweden
2020-06-09,847551,2856224,5004508,1474889,Sweden
2020-06-10,806424,2767201,5104860,1504688,Sweden
2020-06-11,780833,2708328,5169985,1524027,Sweden
2020-06-12,756588,2649921,5233713,1542950,Sweden
2020-06-13,733597,2592046,5296065,1561465,Sweden
2020-06-14,711770,2534765,5357061,1579577,Sweden
2020-06-15,691026,2478134,5416720,1597293,Sweden
2020-06-16,671288,2422205,5475063,1614617,Sweden
2020-06-17,652485,2367022,5532109,1631557,Sweden
2020-06-18,634551,2312628,5587877,1648117,Sweden
2020-06-19,617427,2259057,5642387,1664303,Sweden
2020-06-20,601057,2206339,5695656,1680121,Sweden
2020-06-21,585393,2154499,5747704,1695576,Sweden
2020-06-22,570391,2103558,5798550,1710674,Sweden
2020-06-23,556013,2053529,5848210,1725421,Sweden
2020-06-24,542227,2004422,5896704,1739821,Sweden
2020-06-25,529004,1956241,5944048,1753879,Sweden
2020-06-26,516325,1908985,5990261,1767602,Sweden
2020-06-27,498291,1839820,6057496,1787567,Sweden
2020-06-28,486911,1794836,6100954,1800471,Sweden
2020-06-29,476042,1750733,6143340,1813058,Sweden
2020-06-30,465688,1707484,6184671,1825330,Sweden
2020-07-01,455857,1665061,6224961,1837294,Sweden
2020-07-02,446564,1623427,6264227,1848954,Sweden
2020-07-03,437829,1582544,6302486,1860315,Sweden
2020-07-04,429676,1542364,6339752,1871381,Sweden
2020-07-05,421985,1502970,6376057,1882161,Sweden
2020-07-06,414620,1464452,6411435,1892666,Sweden
2020-07-07,407565,1426801,6445905,1902902,Sweden
2020-07-08,400807,1390002,6479489,1912874,Sweden
2020-07-09,394333,1354046,6512205,1922589,Sweden
2020-07-10,388128,1318918,6544075,1932053,Sweden
2020-07-11,382180,1284607,6575116,1941270,Sweden
2020-07-12,376478,1251100,6605348,1950247,Sweden
2020-07-13,371009,1218385,6634790,1958990,Sweden
2020-07-14,363218,1170768,6677512,1971676,Sweden
2020-07-15,358284,1139974,6705059,1979856,Sweden
2020-07-16,353546,1109927,6731880,1987820,Sweden
2020-07-17,348994,1080613,6757992,1995574,Sweden
2020-07-18,344620,1052018,6783413,2003123,Sweden
2020-07-19,340414,1024129,6808159,2010471,Sweden
2020-07-20,336369,996932,6832248,2017624,Sweden
2020-07-21,332477,970413,6855697,2024587,Sweden
2020-07-22,328730,944558,6878520,2031364,Sweden
2020-07-23,325123,919354,6900736,2037961,Sweden
2020-07-24,321649,894785,6922358,2044381,Sweden
2020-07-25,318301,870838,6943404,2050631,Sweden
2020-07-26,315075,847498,6963887,2056713,Sweden
2020-03-18,8292180,129149,85676,9536,Switzerland
2020-03-19,8277585,139901,88609,10446,Switzerland
2020-03-20,8261810,151513,91786,11432,Switzerland
2020-03-21,8244766,164049,95226,12500,Switzerland
2020-03-22,8206468,192184,102981,14907,Switzerland
2020-03-23,8185000,207937,107343,16261,Switzerland
2020-03-24,8161833,224922,112060,17726,Switzerland
2020-03-25,8136847,243222,117163,19309,Switzerland
2020-03-26,8080902,284121,128644,22873,Switzerland
2020-03-27,8049674,306905,135089,24873,Switzerland
2020-03-28,8016088,331371,142049,27034,Switzerland
2020-03-29,7979993,357620,149562,29366,Switzerland
2020-03-30,7941237,385754,157668,31882,Switzerland
2020-03-31,7855211,447998,175816,37515,Switzerland
2020-04-01,7807707,482237,185940,40658,Switzerland
2020-04-02,7756902,518762,196837,44040,Switzerland
2020-04-03,7702573,557726,208563,47679,Switzerland
2020-04-04,7582532,643473,234734,55803,Switzerland
2020-04-05,7516466,690457,249295,60323,Switzerland
2020-04-06,7446167,740283,264918,65172,Switzerland
2020-04-07,7371508,793001,281663,70369,Switzerland
2020-04-08,7292378,848639,299590,75934,Switzerland
2020-04-09,7120377,968699,339228,88237,Switzerland
2020-04-10,7027387,1033078,361061,95014,Switzerland
2020-04-11,6929690,1100296,384321,102234,Switzerland
2020-04-12,6827277,1170281,409067,109915,Switzerland
2020-04-13,6608360,1318166,463275,126741,Switzerland
2020-04-14,6491933,1395822,492862,135925,Switzerland
2020-04-15,6370730,1475990,524177,145645,Switzerland
2020-04-16,6244762,1558606,557260,155913,Switzerland
2020-04-17,6114432,1643209,592155,166745,Switzerland
2020-04-18,5842294,1816587,667521,190138,Switzerland
2020-04-19,5701288,1904495,708042,202716,Switzerland
2020-04-20,5557523,1992658,750475,215886,Switzerland
2020-04-21,5411396,2080670,794823,229652,Switzerland
2020-04-22,5113647,2254686,889247,258961,Switzerland
2020-04-23,4962816,2339939,939292,274494,Switzerland
2020-04-24,4811205,2423541,991192,290604,Switzerland
2020-04-25,4659208,2505145,1044910,307278,Switzerland
2020-04-26,4507215,2584418,1100404,324503,Switzerland
2020-04-27,4204807,2734688,1216506,360540,Switzerland
2020-04-28,4055169,2805073,1276985,379313,Switzerland
2020-04-29,3907093,2871904,1338986,398558,Switzerland
2020-04-30,3760963,2934904,1402425,418249,Switzerland
2020-05-01,3476087,3048361,1533240,458853,Switzerland
2020-05-02,3338107,3098324,1600408,479702,Switzerland
2020-05-03,3203610,3143464,1668599,500868,Switzerland
2020-05-04,3072975,3183564,1737689,522313,Switzerland
2020-05-05,2946580,3218417,1807547,543997,Switzerland
2020-05-06,2706916,3272433,1949220,587972,Switzerland
2020-05-07,2593544,3291961,2020835,610201,Switzerland
2020-05-08,2484418,3306750,2092826,632546,Switzerland
2020-05-09,2379486,3316986,2165092,654977,Switzerland
2020-05-10,2181969,3324541,2310058,699974,Switzerland
2020-05-11,2089257,3322227,2382574,722483,Switzerland
2020-05-12,2000482,3316098,2454998,744963,Switzerland
2020-05-13,1915570,3306337,2527246,767388,Switzerland
2020-05-14,1834438,3293126,2599242,789735,Switzerland
2020-05-15,1683171,3257083,2742183,834104,Switzerland
2020-05-16,1612851,3234614,2812994,856083,Switzerland
2020-05-17,1545941,3209420,2883281,877900,Switzerland
2020-05-18,1482337,3181682,2952987,899536,Switzerland
2020-05-19,1364604,3119290,3090444,942202,Switzerland
2020-05-20,1310243,3084995,3158101,963203,Switzerland
2020-05-21,1258721,3048870,3224987,983964,Switzerland
2020-05-22,1209911,3011093,3291064,1004474,Switzerland
2020-05-23,1163678,2971842,3356298,1024722,Switzerland
2020-05-24,1078391,2889622,3484127,1064400,Switzerland
2020-05-25,1039046,2847005,3546675,1083814,Switzerland
2020-05-26,1001699,2803616,3608288,1102939,Switzerland
2020-05-27,966192,2759630,3668951,1121768,Switzerland
2020-05-28,900089,2670535,3787387,1158530,Switzerland
2020-05-29,869519,2625532,3845058,1176431,Switzerland
2020-05-30,840591,2580276,3901671,1194003,Switzerland
2020-05-31,813193,2534856,3957241,1211252,Switzerland
2020-06-01,787217,2489359,4011784,1228182,Switzerland
2020-06-02,739132,2398450,4117853,1261105,Switzerland
2020-06-03,716838,2353186,4169409,1277108,Switzerland
2020-06-04,695593,2308140,4219998,1292811,Switzerland
2020-06-05,675318,2263371,4269634,1308218,Switzerland
2020-06-06,637387,2174892,4366101,1338160,Switzerland
2020-06-07,619600,2131280,4412957,1352704,Switzerland
2020-06-08,602519,2088143,4458910,1366968,Switzerland
2020-06-09,586092,2045520,4503974,1380955,Switzerland
2020-06-10,570272,2003442,4548157,1394670,Switzerland
2020-06-11,540292,1921027,4633929,1421293,Switzerland
2020-06-12,526067,1880730,4675536,1434208,Switzerland
2020-06-13,512315,1841060,4716304,1446862,Switzerland
2020-06-14,499017,1802023,4756242,1459258,Switzerland
2020-06-15,473734,1725860,4833659,1483288,Switzerland
2020-06-16,461736,1688725,4871153,1494926,Switzerland
2020-06-17,450168,1652208,4907848,1506316,Switzerland
2020-06-18,439038,1616292,4943750,1517460,Switzerland
2020-06-19,428359,1580957,4978866,1528360,Switzerland
2020-06-20,408432,1511917,5046759,1549433,Switzerland
2020-06-21,399238,1478146,5079546,1559611,Switzerland
2020-06-22,390602,1444822,5111567,1569550,Switzerland
2020-06-23,382563,1411900,5142825,1579252,Switzerland
2020-06-24,368437,1347080,5203071,1597952,Switzerland
2020-06-25,362060,1315403,5232112,1606966,Switzerland
2020-06-26,355934,1284368,5260471,1615769,Switzerland
2020-06-27,350049,1253968,5288161,1624364,Switzerland
2020-06-28,344395,1224195,5315196,1632755,Switzerland
2020-06-29,333745,1166498,5367354,1648945,Switzerland
2020-06-30,328731,1138557,5392502,1656751,Switzerland
2020-07-01,323912,1111212,5417047,1664369,Switzerland
2020-07-02,319282,1084452,5441002,1671805,Switzerland
2020-07-03,310551,1032660,5487188,1686141,Switzerland
2020-07-04,306436,1007611,5509445,1693049,Switzerland
2020-07-05,302477,983115,5531160,1699789,Switzerland
2020-07-06,298669,959163,5552345,1706365,Switzerland
2020-07-07,295003,935747,5573011,1712780,Switzerland
2020-07-08,288074,890489,5612836,1725141,Switzerland
2020-07-09,284799,868629,5632017,1731095,Switzerland
2020-07-10,281642,847271,5650725,1736902,Switzerland
2020-07-11,278598,826405,5668972,1742566,Switzerland
2020-07-12,272826,786115,5704123,1753476,Switzerland
2020-07-13,270089,766673,5721049,1758730,Switzerland
2020-07-14,267445,747688,5737555,1763854,Switzerland
2020-07-15,264889,729150,5753652,1768850,Switzerland
2020-07-16,262417,711050,5769351,1773723,Switzerland
2020-07-17,257713,676128,5799591,1783109,Switzerland
2020-07-18,255472,659287,5814153,1787629,Switzerland
2020-07-19,253303,642846,5828355,1792037,Switzerland
2020-07-20,251200,626791,5842211,1796338,Switzerland
2020-07-21,247188,595808,5868917,1804628,Switzerland
2020-07-22,245277,580865,5881779,1808620,Switzerland
2020-07-23,243425,566278,5894323,1812514,Switzerland
2020-07-24,241633,552041,5906556,1816311,Switzerland
2020-07-25,239899,538147,5918482,1820013,Switzerland
2020-07-26,236596,511360,5941445,1827140,Switzerland
2020-07-27,235025,498454,5952493,1830569,Switzerland
2020-07-28,233506,485863,5963260,1833912,Switzerland
2020-07-29,232036,473582,5973754,1837169,Switzerland
2020-07-30,229242,449922,5993943,1843435,Switzerland
2020-07-31,227913,438529,6003650,1846448,Switzerland
2020-08-01,226629,427421,6013107,1849384,Switzerland
2020-08-02,225388,416590,6022320,1852243,Switzerland
2020-08-03,224188,406029,6031294,1855029,Switzerland
2020-08-04,221907,385698,6048551,1860385,Switzerland
2020-08-05,220822,375914,6056845,1862960,Switzerland
2020-08-06,219774,366378,6064923,1865467,Switzerland
2020-08-07,218759,357082,6072791,1867909,Switzerland
2020-08-08,216828,339189,6087920,1872605,Switzerland
2020-08-09,215908,330580,6095191,1874862,Switzerland
2020-08-10,215016,322190,6102274,1877061,Switzerland
2020-08-11,214153,314011,6109175,1879203,Switzerland
2020-08-12,213315,306039,6115897,1881289,Switzerland
2020-08-13,211713,290692,6128832,1885304,Switzerland
2020-08-14,210946,283307,6135053,1887235,Switzerland
2020-08-15,210199,276106,6141118,1889118,Switzerland
2020-08-16,209472,269085,6147031,1890953,Switzerland
2020-08-17,208071,255559,6158422,1894489,Switzerland
2020-08-18,207395,249045,6163909,1896192,Switzerland
2020-08-19,206733,242690,6169264,1897854,Switzerland
2020-08-20,206085,236489,6174490,1899476,Switzerland
2020-08-21,205455,230440,6179588,1901059,Switzerland
2020-08-22,204246,218786,6189404,1904105,Switzerland
2020-08-23,203666,213175,6194128,1905572,Switzerland
2020-08-24,203102,207704,6198733,1907001,Switzerland
2020-08-25,202554,202371,6203221,1908394,Switzerland
2020-08-26,201505,192105,6211857,1911075,Switzerland
2020-08-27,201002,187167,6216009,1912364,Switzerland
2020-08-28,200513,182354,6220054,1913619,Switzerland
2020-08-29,200039,177665,6223995,1914842,Switzerland
2020-08-30,199578,173096,6227833,1916034,Switzerland
2020-08-31,198696,164309,6235212,1918324,Switzerland
2020-09-01,198274,160085,6238757,1919424,Switzerland
2020-09-02,197864,155971,6242210,1920496,Switzerland
2020-09-03,197466,151964,6245571,1921539,Switzerland
2020-09-04,196704,144261,6252031,1923544,Switzerland
2020-09-05,196340,140560,6255133,1924508,Switzerland
2020-09-06,195986,136956,6258154,1925445,Switzerland
2020-09-07,195642,133445,6261095,1926358,Switzerland
2020-09-08,195309,130027,6263959,1927247,Switzerland
2020-09-09,194669,123455,6269461,1928955,Switzerland
2020-09-10,194363,120297,6272105,1929775,Switzerland
2020-09-11,194066,117221,6274679,1930575,Switzerland
2020-09-12,193777,114225,6277187,1931353,Switzerland
2020-09-13,193222,108462,6282008,1932849,Switzerland
2020-09-14,192956,105690,6284326,1933569,Switzerland
2020-09-15,192696,102989,6286585,1934270,Switzerland
2020-09-16,192444,100356,6288787,1934954,Switzerland
2020-09-17,192198,97789,6290934,1935620,Switzerland
2020-09-18,191724,92843,6295070,1936904,Switzerland
2020-09-19,191495,90461,6297063,1937522,Switzerland
2020-09-20,191272,88135,6299008,1938126,Switzerland
2020-09-21,191054,85866,6300906,1938715,Switzerland
2020-09-22,190635,81495,6304561,1939850,Switzerland
2020-09-23,190434,79391,6306320,1940396,Switzerland
2020-09-24,190238,77340,6308035,1940928,Switzerland
2020-09-25,190047,75342,6309706,1941447,Switzerland
2020-09-26,189861,73394,6311334,1941952,Switzerland
2020-09-27,189504,69647,6314466,1942924,Switzerland
2020-09-28,189332,67845,6315972,1943392,Switzerland
2020-09-29,189165,66090,6317439,1943847,Switzerland
2020-09-30,189003,64381,6318867,1944290,Switzerland
2020-10-01,188692,61094,6321613,1945142,Switzerland
2020-10-02,188542,59515,6322931,1945552,Switzerland
2020-10-03,188397,57978,6324216,1945950,Switzerland
2020-10-04,188256,56481,6325466,1946338,Switzerland
2020-10-05,188118,55023,6326683,1946716,Switzerland
2020-10-06,187855,52223,6329022,1947442,Switzerland
2020-10-07,187728,50878,6330144,1947791,Switzerland
2020-10-08,187605,49568,6331238,1948130,Switzerland
2020-10-09,187486,48293,6332302,1948460,Switzerland
2020-10-10,187256,45844,6334346,1949095,Switzerland
2020-10-11,187146,44667,6335328,1949400,Switzerland
2020-10-12,187039,43522,6336284,1949696,Switzerland
2020-10-13,186935,42406,6337215,1949985,Switzerland
2020-10-14,186834,41319,6338121,1950267,Switzerland
2020-10-15,186639,39230,6339864,1950808,Switzerland
2020-10-16,186545,38226,6340702,1951068,Switzerland
2020-10-17,186454,37247,6341519,1951321,Switzerland
2020-10-18,186365,36293,6342315,1951568,Switzerland
2020-10-19,186194,34455,6343848,1952044,Switzerland
2020-10-20,186112,33570,6344586,1952273,Switzerland
2020-10-21,186031,32706,6345306,1952497,Switzerland
2020-10-22,185953,31863,6346010,1952715,Switzerland
2020-10-23,185876,31041,6346696,1952928,Switzerland
2020-10-24,185729,29458,6348016,1953338,Switzerland
2020-10-25,185658,28696,6348651,1953535,Switzerland
2020-10-26,185589,27955,6349270,1953727,Switzerland
2020-10-27,185522,27232,6349873,1953914,Switzerland
2020-10-28,185393,25841,6351033,1954274,Switzerland
2020-10-29,185330,25173,6351590,1954447,Switzerland
2020-10-30,185270,24522,6352133,1954616,Switzerland
2020-10-31,185211,23888,6352662,1954780,Switzerland
2020-11-01,185154,23271,6353177,1954940,Switzerland
2020-11-02,185044,22083,6354167,1955247,Switzerland
2020-11-03,184991,21513,6354642,1955395,Switzerland
2020-11-04,184940,20957,6355106,1955538,Switzerland
2020-11-05,184889,20416,6355557,1955678,Switzerland
2020-11-06,184793,19376,6356424,1955948,Switzerland
2020-11-07,184747,18877,6356840,1956077,Switzerland
2020-11-08,184702,18390,6357246,1956203,Switzerland
2020-11-09,184658,17916,6357641,1956326,Switzerland
2020-11-10,184616,17454,6358026,1956445,Switzerland
2020-11-11,184534,16567,6358766,1956675,Switzerland
2020-11-12,184494,16140,6359122,1956785,Switzerland
2020-11-13,184456,15725,6359468,1956893,Switzerland
2020-11-14,184418,15320,6359806,1956997,Switzerland
2020-11-15,184346,14540,6360455,1957199,Switzerland
2020-11-16,184312,14166,6360768,1957296,Switzerland
2020-11-17,184278,13800,6361072,1957390,Switzerland
2020-11-18,184245,13444,6361369,1957483,Switzerland
2020-04-03,15763001,840929,239625,62726,Syrian Arab Republic (the)
2020-04-04,15697533,881882,258945,67921,Syrian Arab Republic (the)
2020-04-05,15629180,924530,279202,73368,Syrian Arab Republic (the)
2020-04-06,15557854,968914,300435,79078,Syrian Arab Republic (the)
2020-04-07,15483465,1015071,322684,85060,Syrian Arab Republic (the)
2020-04-08,15405935,1063032,345987,91327,Syrian Arab Republic (the)
2020-04-09,15325245,1112781,370371,97884,Syrian Arab Republic (the)
2020-04-10,15258356,1153891,390687,103347,Syrian Arab Republic (the)
2020-04-11,15171726,1206962,417135,110458,Syrian Arab Republic (the)
2020-04-12,15081646,1261942,444796,117897,Syrian Arab Republic (the)
2020-04-13,14988022,1318864,473720,125674,Syrian Arab Republic (the)
2020-04-14,14890773,1377752,503953,133804,Syrian Arab Republic (the)
2020-04-15,14789826,1438618,535539,142298,Syrian Arab Republic (the)
2020-04-16,14685122,1501467,568525,151168,Syrian Arab Republic (the)
2020-04-17,14598620,1553170,595949,158542,Syrian Arab Republic (the)
2020-04-18,14487036,1619567,631560,168118,Syrian Arab Republic (the)
2020-04-19,14371585,1687905,668689,178102,Syrian Arab Republic (the)
2020-04-20,14252249,1758152,707375,188505,Syrian Arab Republic (the)
2020-04-21,14129021,1830266,747658,199337,Syrian Arab Republic (the)
2020-04-22,14001904,1904193,789575,210609,Syrian Arab Republic (the)
2020-04-23,13870915,1979871,833165,222330,Syrian Arab Republic (the)
2020-04-24,13736078,2057230,878462,234510,Syrian Arab Republic (the)
2020-04-25,13625464,2120271,915954,244592,Syrian Arab Republic (the)
2020-04-26,13483804,2200441,964413,257623,Syrian Arab Republic (the)
2020-04-27,13338429,2282038,1014675,271138,Syrian Arab Republic (the)
2020-04-28,13189408,2364953,1066773,285148,Syrian Arab Republic (the)
2020-04-29,13036818,2449068,1120736,299658,Syrian Arab Republic (the)
2020-04-30,12880752,2534255,1176595,314679,Syrian Arab Republic (the)
2020-05-01,12721310,2620376,1234378,330217,Syrian Arab Republic (the)
2020-05-02,12591400,2689847,1282009,343025,Syrian Arab Republic (the)
2020-05-03,12426144,2777299,1343325,359513,Syrian Arab Republic (the)
2020-05-04,12257643,2865459,1406640,376539,Syrian Arab Republic (the)
2020-05-05,12086099,2954123,1471957,394102,Syrian Arab Republic (the)
2020-05-06,11911764,3043040,1539273,412204,Syrian Arab Republic (the)
2020-05-07,11734888,3131967,1608585,430842,Syrian Arab Republic (the)
2020-05-08,11555717,3220668,1679882,450014,Syrian Arab Republic (the)
2020-05-09,11410892,3291314,1738341,465734,Syrian Arab Republic (the)
2020-05-10,11228204,3379039,1813180,485858,Syrian Arab Republic (the)
2020-05-11,11043898,3465919,1889960,506505,Syrian Arab Republic (the)
2020-05-12,10858209,3551743,1968662,527667,Syrian Arab Republic (the)
2020-05-13,10671371,3636312,2049258,549340,Syrian Arab Republic (the)
2020-05-14,10483615,3719431,2131720,571514,Syrian Arab Republic (the)
2020-05-15,10295167,3800916,2216016,594182,Syrian Arab Republic (the)
2020-05-16,10106254,3880585,2302110,617332,Syrian Arab Republic (the)
2020-05-17,9954937,3942898,2372253,636194,Syrian Arab Republic (the)
2020-05-18,9765741,4018872,2461481,660188,Syrian Arab Republic (the)
2020-05-19,9576694,4092567,2552387,684633,Syrian Arab Republic (the)
2020-05-20,9388008,4163833,2644924,709516,Syrian Arab Republic (the)
2020-05-21,9199896,4232525,2739037,734823,Syrian Arab Republic (the)
2020-05-22,9012566,4298505,2834671,760539,Syrian Arab Republic (the)
2020-05-23,8826222,4361643,2931767,786649,Syrian Arab Republic (the)
2020-05-24,8677994,4410025,3010454,807808,Syrian Arab Republic (the)
2020-05-25,8493936,4467743,3110020,834581,Syrian Arab Republic (the)
2020-05-26,8311426,4522294,3210863,861698,Syrian Arab Republic (the)
2020-05-27,8130658,4573575,3312909,889139,Syrian Arab Republic (the)
2020-05-28,7951824,4621491,3416084,916882,Syrian Arab Republic (the)
2020-05-29,7775113,4665953,3520306,944908,Syrian Arab Republic (the)
2020-05-30,7600712,4706881,3625494,973193,Syrian Arab Republic (the)
2020-05-31,7428804,4744201,3731561,1001715,Syrian Arab Republic (the)
2020-06-01,7293194,4771415,3816986,1024686,Syrian Arab Republic (the)
2020-06-02,7126226,4802078,3924406,1053571,Syrian Arab Republic (the)
2020-06-03,6994798,4823892,4010791,1076800,Syrian Arab Republic (the)
2020-02-27,1392644732,48226,34046,2995,Taiwan
2020-02-28,1392641310,50628,34870,3190,Taiwan
